Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site,Release_Date_Formatted,release years,Netflix release years,Netflix Release Years
The Scorpion King,"Action, Adventure, Fantasy","Fantasy Movies,Sci-Fi & Fantasy,Action & Adventure,Action Thrillers,Adventures,Action Sci-Fi & Fantasy,Blockbuster Action & Adventure,Action Movies",English,Movie,2.3,Canada,1-2 hour,Chuck Russell,"Jonathan Hales, David Hayter, William Osborne, Stephen Sommers","Dwayne Johnson, Kelly Hu, Michael Clarke Duncan, Steven Brand",PG-13,5.5,41.0,45.0,2.0,3.0,91047077.0,2002-04-19,2015-11-26,"Universal Pictures, Alphaville Films",https://www.netflix.com/watch/60022643,https://www.imdb.com/title/tt0277296,"Tasked with killing a wicked dictator whos bent on expanding his empire, a heroic warrior gets help along the way from a bewitching sorceress.",130822.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABV7QbLQoIZ2axxBmrKBTH2bi0cX7m8xdBh73J74-qukV9Rl9VdSnytUeFwbDXpmINoB8RlOg0aHY9o7CP-NOIxNWow.jpg?r=f97,http://ia.media-imdb.com/images/M/MV5BOTA1NTg0MDcxMF5BMl5BanBnXkFtZTcwNjUzODkyMw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=5c_6HUA9FAY,YouTube,04-19-2002,2002,2015,2015
Pompeii,"Action, Adventure, Drama, Fantasy, History, Romance","Action & Adventure,Romantic Dramas,Adventures,Dramas,Romantic Movies,Romantic Favourites,US Movies",English,Movie,2.0,Thailand,1-2 hour,Paul W.S. Anderson,"Janet Scott Batchler, Michael Robert Johnson, Lee Batchler","Rebecca Roberts, Dylan Schombing, Jean-Francois Lachapelle, Kiefer Sutherland",PG-13,5.5,27.0,39.0,9.0,4.0,23219748.0,2014-02-21,2015-11-25,"Constantin Film, Impact Pictures",https://www.netflix.com/watch/70291608,https://www.imdb.com/title/tt1921064,"In the days leading up to the eruption of Mount Vesuvius, a slave being sent to Naples is determined to get back home to save the woman he loves.",106563.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABRWG3j0XGZbjFeCEofqvBj1AsGonZfajkZ7CfMtRArJqMoOjZYlslb51a8DzsZ3OiL6An0bgp_2HuFh4La6CToD9cA.jpg?r=206,https://images-na.ssl-images-amazon.com/images/M/MV5BNDE2MTU3NzYwOF5BMl5BanBnXkFtZTgwOTY4NTk4MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=t6TRwfxDICM,YouTube,02-21-2014,2014,2015,2015
The Rite,"Drama, Horror, Mystery, Thriller","Horror Movies,Thrillers,Movies Based on Books,Supernatural Horror Movies,US Movies","English, Welsh, Italian, Latin, Russian, Hungarian",Movie,2.0,"Belgium,France,South Korea,Switzerland,Italy,Greece,Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Mikael Håfström,"Michael Petroni, Matt Baglio","Alice Braga, Ciarán Hinds, Anthony Hopkins, Colin O'Donoghue",PG-13,6.0,21.0,38.0,1.0,5.0,33047633.0,2011-01-28,2015-11-25,Contrafilm,https://www.netflix.com/watch/70155537,https://www.imdb.com/title/tt1161864,"In this graphic supernatural thriller, a Catholic priest in training journeys to Rome to attend a special exorcism school at the Vatican.",91103.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS1yTBOE4vK50JQQlbQKk45V-mnWYHEwF-i-s_mOs0t2XLbirB7uSpZ3du8q7jvrrtzN551FUjzI9Ms515YIy4QTlQ.jpg?r=1ac,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=_hG3ktopqv8,YouTube,01-28-2011,2011,2015,2015
The Time Machine,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Adventures,Action,Action & Adventure,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Movies Based on Books,Futuristic Sci-Fi",English,Movie,2.2,"Russia,Switzerland,Italy",1-2 hour,Simon Wells,"David Duncan, H.G. Wells, John Logan","Phyllida Law, Sienna Guillory, Mark Addy, Guy Pearce",PG-13,6.0,29.0,42.0,2.0,4.0,56832494.0,2002-03-08,2015-11-25,"Warner Brothers, DreamWorks Pictures",https://www.netflix.com/watch/60022645,https://www.imdb.com/title/tt0268695,"Based on the H.G. Wells classic, this adventure follows a scientist and inventor whos determined to prove to doubters that time travel is possible.",118685.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWUrSiVc_L8IcaUcHQfe8tpKUd-zWHJqizHMMlRcqJPyLngn8xXYlw8yWS_w3iljf6SF7qKLqzIbEUWt8aPYdCgVzg.jpg?r=b30,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4YTViNGMtYTYyOS00MTViLWEyYTgtNGM0OTIwMWRmYzdhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,https://www.youtube.com/watch?v=90T7iLuzFgg,YouTube,03-08-2002,2002,2015,2015
The Vatican Tapes,"Horror, Thriller","Horror, Thriller","English, Aramaic",Movie,1.8,"Hong Kong,Poland,United States",1-2 hour,Mark Neveldine,"Christopher Borrelli, Michael C. Martin, Chris Morgan","Olivia Taylor Dudley, Dougray Scott, John Patrick Amedori, Michael Peña",PG-13,4.8,20.0,38.0,No Awards,Not nominated,1784763.0,2015-07-22,2015-11-24,"Lionsgate Films, Lakeshore Entertainment",https://www.netflix.com/watch/70295184,https://www.imdb.com/title/tt1524575,A young woman hospitalized for an infected wound becomes possessed by a satanic force that will take a priest and two Vatican exorcists to defeat.,14315.0,https://occ-0-2506-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY0qhfAepMiL-wZ0qJqM9jK2tW__xVnftyKnHDMnTitmJ3RMd6VUg3cWWb1mWSOqYJGZIVbvGKykxmwbSChMLvvwHg.jpg?r=18a,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMwNzgzNTI0M15BMl5BanBnXkFtZTgwODU0MTk4NTE@._V1_SX300.jpg,https://www.youtube.com/watch?v=jy-Bv3j9Aq0,YouTube,07-22-2015,2015,2015,2015
Mortdecai,"Action, Adventure, Comedy, Crime, Mystery","Comedies,Satires,Heist Movies,Action & Adventure,Crime Comedies,Crime Movies,Crime Action & Adventure,Movies Based on Books,Slapstick Comedies,Action Comedies,US Movies",English,Movie,1.6,"Australia,India,Turkey,Hong Kong",1-2 hour,David Koepp,"Kyril Bonfiglioli, Eric Aronson","Paul Bettany, Ewan McGregor, Gwyneth Paltrow, Johnny Depp",R,5.5,12.0,27.0,1.0,8.0,7696134.0,2015-01-23,2015-11-23,"Infinitum Nihil, Lionsgate Films, Mad Chance",https://www.netflix.com/watch/80000467,https://www.imdb.com/title/tt3045616,"Urbane and sophisticated Lord Charlie Mortdecai is an aristocrat, but hes also a broke, bumbling art swindler who has just crossed the Russian mob.",67774.0,http://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVrGPJLLjLy8QxL-6vkyri9uQffqzHHOPMwXMNwI-xAqKY1SFIG66ebdXHgEcEOkXauby3YUladID-QK6S5Zps798Q.jpg?r=9bb,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3NDcxOTM5Ml5BMl5BanBnXkFtZTgwNTEwNzE0MzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=aW_sfxUnbZA,YouTube,01-23-2015,2015,2015,2015
Kabhi Alvida Naa Kehna,"Drama, Romance","International Dramas,Romantic Movies,Romantic Dramas,Dramas,Bollywood Movies,International Movies,Romantic Favourites,Indian Films,Hindi-language Films","Hindi, English",Movie,3.0,"Spain,France,Thailand,South Africa,Romania,Belgium,United Kingdom,Greece,Mexico,Czech Republic,Argentina,Turkey,Australia,Japan,Russia,Iceland,Hong Kong,Poland,India,Sweden,Hungary,Singapore,Slovakia,Germany,Lithuania,Portugal,Canada,United States,Brazil,Netherlands,Italy,Israel,Colombia",> 2 hrs,Karan Johar,"Niranjan Iyengar, Shibani Bathija, Karan Johar","Abhishek Bachchan, Rani Mukerji, Shah Rukh Khan, Amitabh Bachchan",Not Rated,6.1,58.0,58.0,10.0,23.0,3275444.0,2006-08-11,2015-11-20,Dharma Productions,https://www.netflix.com/watch/70057651,https://www.imdb.com/title/tt0449999,"This romance follows football player Dev Saran and Maya, who are both committed to loveless marriages but long to follow their hearts and be together.",18392.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABX_NAEmoGfGiaZ8WntbNehREkyJmKdhwWc6lxzJ3IIqYAcd4PwWwrGOPNexdC_eCYxde2VmT5MFO9HaL98ZD79Ox-A.jpg?r=d90,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NjU1MjI3M15BMl5BanBnXkFtZTcwMzc3NTk5Mw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=dXsEIW_Jc2A,YouTube,08-11-2006,2006,2015,2015
The Giver,"Drama, Romance, Sci-Fi, Thriller","Sci-Fi & Fantasy,Thrillers,Dramas based on Books,Sci-Fi Dramas,Sci-Fi Thrillers,Dramas,Teen Movies,Social Issue Dramas,Movies Based on Books,Futuristic Sci-Fi,Cyberpunk,Sci-Fi",English,Movie,2.5,"Romania,Hungary,Belgium,France,Czech Republic,Netherlands,Spain,Poland,India,Slovakia",1-2 hour,Phillip Noyce,"Lois Lowry, Robert B. Weide, Michael Mitnick","Brenton Thwaites, Meryl Streep, Alexander Skarsgård, Jeff Bridges",PG-13,6.5,35.0,47.0,3.0,6.0,45090374.0,2014-08-15,2015-11-03,"Tonik, As Is Productions",https://www.netflix.com/watch/70307663,https://www.imdb.com/title/tt0435651,"In a future society without hardship or free choice, young Jonas discovers a powerful truth and becomes determined to expose it.",112204.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABezcLIjuQnLaic1e_ai24Z_JmZWLtp7djUmTgRpKelnAC-lTCytYXpXv86hhWoDEyCm4RmzPyb4VlqYN9wxcsN4tlw.jpg?r=716,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1MTIxMjg2Ml5BMl5BanBnXkFtZTgwMjUyNzgwMjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=grwMv86Af1Y,YouTube,08-15-2014,2014,2015,2015
The Devils Advocate,"Drama, Mystery, Thriller","Supernatural Thrillers,Psychological Thrillers,Courtroom Dramas,Satanic Stories,Dramas based on Books,Thrillers,Dramas,Horror Movies,Movies Based on Books,Supernatural Horror Movies,Psychological Horror Movies","English, German, Italian, Mandarin, Spanish",Movie,3.3,"Hungary,Czech Republic,Poland,Slovakia,Turkey,Italy,Switzerland,Romania,Thailand,Singapore,Israel,Malaysia,Hong Kong",> 2 hrs,Taylor Hackford,"Andrew Neiderman, Jonathan Lemkin, Tony Gilroy","Jeffrey Jones, Keanu Reeves, Charlize Theron, Al Pacino",R,7.5,63.0,60.0,2.0,7.0,60944660.0,1997-10-17,2015-11-02,"Warner Brothers, Kopelson Entertainment, New Regency Pictures",https://www.netflix.com/watch/1181732,https://www.imdb.com/title/tt0118971,"Keanu Reeves stars as a young attorney recruited to the firm of a charismatic lawyer, whose strange behavior gradually reveals a sinister intent.",332619.0,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSvGCNMl0oueweSXoGTm4W5Uum-Cd7z75WbYgcDwr4cpzSyvkv6OBG6khItLVCozKNSvjTciA3Yi-mFsWpZOq47xFA.jpg?r=599,https://images-na.ssl-images-amazon.com/images/M/MV5BM2M2MDJhMDgtMmJkYy00MTgzLTkyZTktODM5NzE1MWUyNDA4XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,https://www.youtube.com/watch?v=40hHA9n4C2o,YouTube,10-17-1997,1997,2015,2015
Life of Pi,"Adventure, Drama, Fantasy","Adventures,Action & Adventure,Dramas based on contemporary literature,Dramas based on Books,Dramas,Blockbuster Action & Adventure,US Movies,Films Based on Books","English, Tamil, Hindi, French",Movie,4.1,"South Korea,Hong Kong,Germany",> 2 hrs,Ang Lee,"Yann Martel, David Magee","Gautam Belur, Irrfan Khan, Ayush Tandon, Suraj Sharma",PG,7.9,86.0,79.0,82.0,133.0,124987023.0,2012-11-21,2015-11-01,"Haishang Films, Gil Netter",https://www.netflix.com/watch/70213509,https://www.imdb.com/title/tt0454876,"Based on Yann Martels best-selling novel, this coming-of-age tale recounts the journey of Pi, an Indian boy who is the sole survivor of a shipwreck.",582752.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABafo9H7LOTQ_O9KU6M0ecBBN3hY6cClU4pB2Fr7brzgGw6HegwvSCzFXOtzMAJPBa6T_oq-_OxRlwDgMiI-YDezENg.jpg?r=ee3,https://images-na.ssl-images-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=j9Hjrs6WQ8M,YouTube,11-21-2012,2012,2015,2015
Unfinished Business,"Comedy, Drama","Late Night Comedies,Comedies,US Movies",English,Movie,1.6,"United Kingdom,Sweden,Netherlands",1-2 hour,Ken Scott,Steve Conrad,"Sienna Miller, Vince Vaughn, Tom Wilkinson, Dave Franco",R,5.4,10.0,32.0,No Awards,1.0,10219501.0,2015-03-06,2015-11-01,"Escape Artists, New Regency Pictures",https://www.netflix.com/watch/70305900,https://www.imdb.com/title/tt2358925,"To salvage a deal that will keep his company afloat, a salesman travels to Germany with his coworkers for a business trip that quickly goes awry.",32185.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYviqWLGUCezBehensWnZEfNTj3VMnJSeL5xo4yunA0wspxyh7kI6jUfqu-1rJ-Gh0ZMV_vpHJtnKYwveaCf6dE1QQ.jpg?r=d83,https://images-na.ssl-images-amazon.com/images/M/MV5BNGMwYjc3ZWEtNjMxNS00MzdkLWEwYWQtYWRkMDUwZWRhMjE5XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,https://www.youtube.com/watch?v=8yb9Dn2mnMg,YouTube,03-06-2015,2015,2015,2015
Kingsman: The Secret Service,"Action, Adventure, Comedy, Thriller","Comedies,Action & Adventure,Action Comedies,Spy Action & Adventure,British Comedies,British Action & Adventure,British Movies","English, Arabic, Swedish",Movie,3.5,South Korea,> 2 hrs,Matthew Vaughn,"Dave Gibbons, Matthew Vaughn, Mark Millar, Jane Goldman","Adrian Quinton, Colin Firth, Jonno Davies, Mark Strong",R,7.7,74.0,60.0,8.0,27.0,128261724.0,2015-02-13,2015-11-01,"Marv Films, Cloudy",https://www.netflix.com/watch/80013870,https://www.imdb.com/title/tt2802144,A juvenile delinquent is recruited into a top secret British spy agency by a stylish mentor who trains him in the skills of tradecraft.,591523.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABScT664zQfAq6i0jCXiUPW6AcQTgkwuM_pF4PwKZqCXVB26I57126ZcrrwnA3zRd--88Wj90LRug9Gwc36-xRAxhtg.jpg?r=676,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=kl8F-8tR8to,YouTube,02-13-2015,2015,2015,2015
12 Rounds,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure",English,Movie,2.1,"Hong Kong,Thailand,Singapore,Malaysia",1-2 hour,Renny Harlin,Daniel Kunka,"Ashley Scott, John Cena, Steve Harris, Aidan Gillen",PG-13,5.6,30.0,38.0,No Awards,Not nominated,12234694.0,2009-03-27,2015-11-01,Mark Gordon Productions,https://www.netflix.com/watch/70108016,https://www.imdb.com/title/tt1160368,New Orleans cop Danny Fisher must save his kidnapped fiancée from the clutches of notorious crime lord Miles Jackson.,27284.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABVlONsQ9QXnV4hjmRw_x_0KfqTUAHpMauRSmA6MVcbdfBmDOGXayhWMCrbDjT19gh-qy-EEZCwKi6WH7HUySc5ZoCDCH8aM.jpg?r=72a,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1MzM1ODkxM15BMl5BanBnXkFtZTcwNDY1MTA0Mg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=2NvznP_gp_A,YouTube,03-27-2009,2009,2015,2015
The Water Diviner,"Drama, History, War","Dramas,Dramas based on Books,Military Dramas,Australian Movies,Movies Based on Books,Period Pieces","English, Turkish, Greek, Russian",Movie,3.0,"Malaysia,Switzerland,France",1-2 hour,Russell Crowe,"Andrew Anastasios, Andrew Knight","Cem Yilmaz, Olga Kurylenko, Russell Crowe, Yilmaz Erdogan",R,7.0,62.0,50.0,14.0,13.0,4196641.0,2014-12-26,2015-11-01,"Hopscotch Features, Fear of God Films",https://www.netflix.com/watch/80025390,https://www.imdb.com/title/tt3007512,"Years after the presumed death of his three sons in battle, a grieving farmer journeys to Turkey to find them and return them to their homeland.",71616.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaUTxeji_KoKl006XEgN25e4kJpf1i2zf_BLLaF1LjvY3MAzL4IJJgNXpCpl3CRXl9NbAym2FChjmqWWA-cenUmxqA.jpg?r=a4c,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMzODA4NDYzM15BMl5BanBnXkFtZTgwMTc0Mzc0NDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=grIiiHuetis,YouTube,12-26-2014,2014,2015,2015
Pulse,"Horror, Mystery, Sci-Fi, Thriller","Horror Movies,Supernatural Horror Movies,Japanese Movies",Japanese,Movie,3.5,Japan,1-2 hour,Kiyoshi Kurosawa,Kiyoshi Kurosawa,"Haruhiko Katô, Kumiko Asô, Koyuki, Kurume Arisaka",R,6.6,74.0,70.0,2.0,3.0,51420.0,2005-11-09,2015-11-01,Columbia,https://www.netflix.com/watch/70039179,https://www.imdb.com/title/tt0286751,Three people face a mystery that defies temporal explanation as recently deceased Tokyo denizens begin appearing as spectral computer images.,16884.0,http://art-0.nflximg.net/ed9cd/5bdb1e8f927add53bf09e962868b9a98f37ed9cd.jpg,http://ia.media-imdb.com/images/M/MV5BMTY0NjgwNDU2MV5BMl5BanBnXkFtZTcwOTc1MjIzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=4BEBY-VCKPM,YouTube,11-09-2005,2005,2015,2015
The Dreamers,"Drama, Romance","International Dramas,International Movies,European Movies,Romantic Movies,Romantic Dramas,Dramas","English, French",Movie,3.2,Japan,1-2 hour,Bernardo Bertolucci,Gilbert Adair,"Michael Pitt, Louis Garrel, Eva Green, Anna Chancellor",NC-17,7.2,60.0,62.0,2.0,9.0,2532228.0,2004-02-20,2015-11-01,Recorded Pictures Company,https://www.netflix.com/watch/60031542,https://www.imdb.com/title/tt0309987,"In 1960s Paris, American college student Matthew meets and befriends sexually adventurous twins Theo and Isabelle.",111271.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaBVyhBDQmY33mnj02dMvzb4di6Pfx0b3g5w_kJ68UJHpEyqvcUhO4CkgA1No4oXiCYcwT9bW1A69zzctUz-AdjV6g.jpg?r=098,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDU3ODM3OV5BMl5BanBnXkFtZTYwMDE0Njc2._V1_SX300.jpg,https://www.youtube.com/watch?v=YU1brBVMBkM,YouTube,02-20-2004,2004,2015,2015
Alexander: Directors Cut,"Action, Biography, Drama, History, War","International Movies,US Movies,Dramas,Military Dramas,Action & Adventure,International Action & Adventure,International Dramas,Biographical Dramas,Military Action & Adventure,Dramas based on real life",English,Movie,1.8,Sweden,> 2 hrs,Oliver Stone,"Oliver Stone, Christopher Kyle, Laeta Kalogridis","Jessie Kamm, Anthony Hopkins, David Bedella, Angelina Jolie",R,5.6,16.0,39.0,6.0,19.0,34297191.0,2004-11-24,2015-10-30,"Warner Brothers, Pacifica Film",https://www.netflix.com/watch/70001990,https://www.imdb.com/title/tt0346491,"Oliver Stone takes on the saga of Alexander the Great, the legendary Macedonian warrior whose leadership was unflinching and his politics cunning.",162366.0,http://art-2.nflximg.net/f05fa/88b073730bfb4c16f25286f646defd36300f05fa.jpg,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA1NDQ3OTY2NDVeQTJeQWpwZ15BbWU3MDI5MDc0MzM@._V1_SX300.jpg,https://www.youtube.com/watch?v=Bh6LKIdxqCU,YouTube,11-24-2004,2004,2015,2015
Nowitzki: The Perfect Shot,"Documentary, Biography, Sport","Documentaries,Sports Movies,Sports & Fitness,Sports Documentaries,Basketball Movies,Biographical Documentaries,Documentaries","German, English",Movie,7.8,"Switzerland,Germany",1-2 hour,Sebastian Dehnhardt,Sebastian Dehnhardt,"Kobe Bryant, Rick Carlisle, Mark Cuban, Vince Carter",Not Rated,7.6,75.0,75.0,No Awards,1.0,41340.0,2014-09-01,2015-10-29,broadview.tv GmbH,https://www.netflix.com/watch/80046314,https://www.imdb.com/title/tt3626804,This documentary chronicles the life story of the Dallas Mavericks Dirk Nowitzki and his inspiring journey from Germany to superstardom in the NBA.,1936.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS1wjUV7oid8PjoIZ1oeGx9QrpRM3hYGSjI6zrYHyNQhP13uH-I6LwqP322x9VdX755XF8DG_9zICkWUzhj3GxvVvQ.jpg?r=7e3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5NzU1NzYwMV5BMl5BanBnXkFtZTgwMjg4OTgxNjE@._V1_SX300.jpg,https://www.youtube.com/watch?v=UWiNNzTcubk,YouTube,09-01-2014,2014,2015,2015
Ride Along,"Action, Comedy, Crime","Comedies,Crime Films,Crime Comedies,Action & Adventure,Action Comedies,Crime Action & Adventure,Blockbuster Action & Adventure,Comedy Blockbusters,US Movies,Police Action & Adventure,Police Movies,Laugh-Out-Loud Comedies,Police Detective Movies","English, Ukrainian",Movie,2.0,"South Korea,United Kingdom,Mexico,Portugal,Russia,Belgium,Brazil,Netherlands,Spain,Argentina,Colombia",1-2 hour,Tim Story,"Greg Coolidge, Jason Mantzoukas, Phil Hay, Matt Manfredi","Ice Cube, Kevin Hart, Bruce McGill, John Leguizamo",PG-13,6.2,18.0,41.0,1.0,7.0,134938200.0,2014-01-17,2015-10-26,"Cubevision, Rainforest Films",https://www.netflix.com/watch/70286698,https://www.imdb.com/title/tt1408253,"When his motormouthed future brother-in-law enters the police academy, a veteran Atlanta cop takes him on a ride-along but soon comes to regret it.",103585.0,https://occ-0-299-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSmD3mYcxtyiWWFOVANNSMHQcFRN540FBB-f-liSeMc-IeySZekroKXruT5IaPfBELCfJxD3Kj2kdUhfGUw2yxLp6Q.jpg?r=59d,https://images-na.ssl-images-amazon.com/images/M/MV5BNjU4NzYzOTY1MF5BMl5BanBnXkFtZTgwMTAyNTc1MDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=SD4cQwr7n5Y,YouTube,01-17-2014,2014,2015,2015
5 Flights Up,"Comedy, Drama","Dramas,Dramas based on a book,Independent Films,Comedies,Films Based on Books,Social Issue Dramas",English,Movie,2.9,"United States,South Africa,India",1-2 hour,Richard Loncraine,"Jill Ciment, Charlie Peters","Diane Keaton, Morgan Freeman, Cynthia Nixon, Carrie Preston",PG-13,6.2,46.0,55.0,1.0,Not nominated,1020921.0,2015-05-08,2015-10-25,"Revelations Entertainment, Latitude Productions, Lascaux Films",https://www.netflix.com/watch/80017171,https://www.imdb.com/title/tt2933544,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one.",9569.0,https://occ-0-2042-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTmK5vusIxlNgh9UrCREjRSTpkWi6SFIySZkgJRjDxPcxZU1zQDBYeSmXgmwCU0CVX0Qr8GiSxb8rRJtOvrSoZ-30Q.jpg?r=afd,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MzU3MzgwN15BMl5BanBnXkFtZTgwNjM2NDQ3NDE@._V1_SX300.jpg,https://www.youtube.com/watch?v=PreX3h3QYHY,YouTube,05-08-2015,2015,2015,2015
Horrible Bosses 2,"Comedy, Crime","Comedies,Late Night Comedies,US Movies",English,Movie,2.3,"South Korea,Belgium,France,Switzerland",1-2 hour,Sean Anders,"John Francis Daley, Jonathan Goldstein, Michael Markowitz, Sean Anders, John Morris","Charlie Day, Jennifer Aniston, Jason Sudeikis, Jason Bateman",R,6.3,35.0,40.0,1.0,3.0,54445357.0,2014-11-26,2015-10-22,"Benderspink, Ratpac Entertainment",https://www.netflix.com/watch/70305927,https://www.imdb.com/title/tt2170439,"Fed up with their jobs, three friends start their own business. But when an investor double-crosses them, they hatch a plan to kidnap his son.",158875.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYkvA8mtXlK2A3rNdymYMqFIqz-h7cFkUXeK5If8okfBOLcrMkzFmzi91brAmEoL7_gkTuiKYVCxL97HR5q3GW1OCw.jpg?r=06e,https://images-na.ssl-images-amazon.com/images/M/MV5BNzU4OTEzNzAwN15BMl5BanBnXkFtZTgwMTgwODAwMzE@._V1_SX300.jpg,https://www.youtube.com/watch?v=B45XU3v9sPw,YouTube,11-26-2014,2014,2015,2015
Kika,Comedy,"Comedies,International Movies,Classic Movies,Classic Comedies,Spanish Movies",Spanish,Movie,3.0,Spain,1-2 hour,Pedro Almodóvar,Pedro Almodóvar,"Victoria Abril, Verónica Forqué, Peter Coyote, Àlex Casanovas",Unrated,6.5,60.0,53.0,5.0,9.0,2019581.0,1994-05-06,2015-10-22,El Deseo S.A.,https://www.netflix.com/watch/80053617,https://www.imdb.com/title/tt0107315,"A cosmetologist becomes romantically involved with a voyeuristic photographer and his stepfather, who may be a murderer.",12452.0,https://occ-0-2717-360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQVaAlCILP2eAcJO1x00HA4xTG9rnY6rnyoyuKZp27LxA0MM_k3PVB9K_sCVR5q9TIC3e0RCxlVHWZbWoI-iAEit_w.jpg?r=e73,https://images-na.ssl-images-amazon.com/images/M/MV5BYjZiYjFiMjYtNDhmOS00MTI4LTgwMjgtOGNmYWViNmQyYTYxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=dK9qQ9w_Gww,YouTube,05-06-1994,1994,2015,2015
